input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue,directors_other,cast_other,keywords_other
LOL,2012.0,True,80271,LOL,2012-02-10,97.0,Drama; Comedy; Romance,,Miley Cyrus; Demi Moore; Douglas Booth; Ashley Greene; Thomas Jane; Nora Dunn; Jay Hernandez; Fisher Stevens,coming of age; teen movie; based on movie; woman director; mother daughter relationship; teenager,PIC Agency; Double Feature Films; Lol Productions; Mandate Pictures; Lionsgate; Mandate International; HopeTown Entertainment,en,11000000.0,10500000.0,Lisa Azuelos,Ashley Grace; Jean-Luc Bilodeau,working mom
La Chimera,Unknown,True,837335,La Chimera,2023-10-12,131.0,Drama; Fantasy; Comedy,,Alba Rohrwacher; Isabella Rossellini,magic realism; archeology; 1980s; exuberant,Tempesta; RAI Cinema; Ad Vitam Production; Amka Films; ARTE France Cinéma; RSI; TRT Sinema,it,0.0,4933288.0,Alice Rohrwacher,Josh O'Connor; Carol Duarte; Vincenzo Nemolato; Lou Roy-Lecollinet; Giuliano Mantovani; Gian Piero Capretto; Melchiorre Pala; Ramona Fiorini,englishman abroad; tomb raiding; chimera
La Collectionneuse,Unknown,True,4837,La Collectionneuse,1967-03-02,86.0,Drama; Romance,Éric Rohmer,Patrick Bauchau,girlfriend; threesome; boyfriend girlfriend relationship,Rome-Paris Films; Les Films du Losange,fr,0.0,0.0,,Haydée Politoff; Daniel Pommereulle; Alain Jouffroy; Mijanou Bardot; Annik Morice; Dennis Berry; Seymour Hertzberg; Néstor Almendros; Patrice de Bailliencourt,boyfriends; holiday romance; girlfriend's experience
La Bamba,Unknown,True,16620,La Bamba,1987-07-24,108.0,Drama; Music,,Elizabeth Peña; Joe Pantoliano,rock 'n' roll; biography; death; nostalgic; mexican american; 1950s; romantic,New Visions Pictures; Columbia Pictures,en,6500000.0,54215416.0,Luis Valdez,Lou Diamond Phillips; Danielle von Zerneck; Rosanna DeSoto; Esai Morales; Marshall Crenshaw; Brian Setzer; Daniel Valdez; Howard Huntsberry,dying young; marital rape
La Dolce Vita,Unknown,True,439,La Dolce Vita,1960-02-05,176.0,Comedy; Drama,Federico Fellini,,"dying and death; sea; newspaper; lovesickness; sunrise; unsociability; rome, italy; photographer; loss of loved one; sadness; night life; fountain; melancholy; black and white; cowardliness; cynical; ghost",Cinecittà Studios; Pathé Consortium Cinéma; Riama Film,it,0.0,19647000.0,,Marcello Mastroianni; Anita Ekberg; Anouk Aimée; Yvonne Furneaux; Magali Noël; Alain Cuny; Annibale Ninchi; Walter Santesso; Valeria Ciangottini; Riccardo Garrone,
La Chinoise,Unknown,True,1629,La Chinoise,1967-08-30,96.0,Drama; Comedy,Jean-Luc Godard,Jean-Pierre Léaud,"suicide; paris, france; based on novel or book; capitalism; politics; roommates; terrorism; communism; experimental cinema",Anouchka Films; Les Productions de la Guéville; Athos Films; Parc Film; Simar Films,fr,0.0,30857.0,,Anne Wiazemsky; Juliet Berto; Michel Semeniako; Lex De Bruijn; Omar Diop; Francis Jeanson; Blandine Jeanson; Eliane Giovagnoli; Charles L. Bitsch,class struggle; maoism; marxism
La Haine,Unknown,True,406,La Haine,1995-05-31,98.0,Drama,,Vincent Cassel; Saïd Taghmaoui,"neo-nazism; police brutality; hip-hop; paris, france; socially deprived family; ghetto; male friendship; racism; black and white; xenophobia; day in a life; aggressive",Kasso Productions; La Sept Cinéma; Les Productions Lazennec; Canal+; StudioCanal,fr,2600000.0,15300000.0,Mathieu Kassovitz,Hubert Koundé; Abdel Ahmed Ghili; Solo; Joseph Momo; Héloïse Rauth; Rywka Wajsbrot; Olga Abrego; Laurent Labasse,breakdance; paris suburb
La Ciénaga,Unknown,True,58429,La Ciénaga,2001-04-12,103.0,Drama; Comedy,,,argentina; racism; drink; drunk; woman director,Wanda Visión; Cuatro Cabezas; 4k Films; TS Productions,es,0.0,103215.0,Lucrecia Martel,Mercedes Morán; Graciela Borges; Martín Adjemián; Leonora Balcarce; Silvia Baylé; Sofia Bertolotto; Juan Cruz Bordeu; Noelia Bravo Herrera; Maria Micol Ellero; Daniel Valenzuela,bad parenting
La Pointe Courte,Unknown,True,54436,La Pointe Courte,1956-01-04,80.0,Drama; Romance,Agnès Varda,,southern france; woman director; new wave,Ciné-Tamaris,fr,0.0,0.0,,Philippe Noiret; Silvia Monfort; Marcel Jouet; Albert Lubrano; Anna Banegas; André Lubrano; Rossette Lubrano,complicated relationships
La La Land,Unknown,True,313369,La La Land,2016-12-01,129.0,Comedy; Drama; Romance; Music,Damien Chazelle,Ryan Gosling; Emma Stone; Rosemarie DeWitt; J.K. Simmons; Callie Hernandez,"dancing; dance; jazz; musical; ambition; casting; coffee shop; jazz club; traffic jam; hollywood; los angeles, california; pianist; pier; audition; valentine's day; aspiring actor; movie set; sunset; pool party; griffith observatory; exuberant",Summit Entertainment; Gilbert Films; Impostor Pictures; Marc Platt Productions,en,30000000.0,509183536.0,,John Legend; Amiée Conn; Terry Walters; Thom Shelton; Cinda Adams,planetarium; one woman show; white savior
La Strada,Unknown,True,405,La Strada,1954-09-23,115.0,Drama,Federico Fellini,Anthony Quinn,prison; dying and death; rage and hate; unsociability; circus; authority; in love with enemy; sadness; road trip; single; revenge; black and white,Ponti-De Laurentiis Cinematografica,it,0.0,0.0,,Giulietta Masina; Richard Basehart; Aldo Silvani; Marcella Rovere; Livia Venturini; Pietro Ceccarelli; Giovanna Galli; Gustavo Giorgi; Yami Kamadeva,wave
L'Observateur,Unknown,True,705513,L'Observateur,2019-05-23,3.0,Adventure; Comedy,,,Unknown,,en,0.0,0.0,Sayna Fardaraghi,Eden Clifton,
La luna,2011.0,True,83564,La luna,2012-02-10,7.0,Animation; Family; Fantasy,,,moon; tradition; coming of age; short film,Pixar,en,0.0,0.0,Enrico Casarosa,Tony Fucile; Krista Sheffler; Phil Sheridan,discovery
Labor Day,Unknown,True,130150,Labor Day,2013-12-27,111.0,Drama; Romance; Thriller,Jason Reitman,Kate Winslet; Josh Brolin; Tobey Maguire; Maika Monroe; Clark Gregg; J.K. Simmons,based on novel or book; country house; suspicion; loss; escaped convict; single mother; tragic event; divorcee; teenage boy; recluse; father figure; life changing; mother son relationship,Mr. Mudd; Indian Paintbrush; Paramount Pictures; Right of Way Films,en,18000000.0,20275812.0,,Gattlin Griffith; Tom Lipinski; James Van Der Beek; Brooke Smith,depressed mom; police search
La Jetée,Unknown,True,662,La Jetée,1962-02-16,29.0,Drama; Romance; Science Fiction,,,"paris, france; nuclear war; post-apocalyptic future; time travel; radioactivity; short film",Argos films; Radio-Télévision Française,fr,0.0,0.0,Chris Marker,Jean Négroni; Hélène Chatelain; Davos Hanich; Jacques Ledoux; André Heinrich; Jacques Branchu; Pierre Joffroy; Étienne Becker; Philbert von Lifchitz; Ligia Branice,paris orly airport
La Vie en Rose,Unknown,True,1407,La Vie en Rose,2007-02-14,140.0,Music; Drama,,Marion Cotillard,france; musical; biography; singer; female protagonist; audience; blindness,TF1 International; Légende Films; Okko Production; Songbird Pictures; TF1 Films Production,fr,25000000.0,86274793.0,Olivier Dahan,Sylvie Testud; Pascal Greggory; Emmanuelle Seigner; Jean-Paul Rouve; Gérard Depardieu; Clotilde Courau; Jean-Pierre Martins; Catherine Allégret; Marc Barbé,national anthem
La Maison en Petits Cubes,Unknown,True,20722,La Maison en Petits Cubes,2008-06-10,12.0,Animation,,,loneliness; scuba diving; memory; flood; anime; short film,Oh! Production,ja,0.0,0.0,Kunio Katou,Masami Nagasawa,
La Notte,Unknown,True,41050,La Notte,1961-01-24,122.0,Drama; Romance,Michelangelo Antonioni,Jeanne Moreau,infidelity; milan; hospital; writer; socialite party,Nepi Film; Silver Films; Sofitedip,it,0.0,0.0,,Marcello Mastroianni; Monica Vitti; Bernhard Wicki; Rosy Mazzacurati; Maria Pia Luzi; Guido A. Marsan; Vittorio Bertolini; Vincenzo Corbella; Ugo Fortunati,
Lady Chatterley's Lover,2022.0,True,814338,Lady Chatterley's Lover,2022-11-22,126.0,Drama; Romance,,Emma Corrin; Jack O'Connell; Joely Richardson; Ella Hunt,based on novel or book; romance; extramarital affair,3000 Pictures; Blueprint Pictures; HarperCollins Publishers; Laurence Mark Productions,en,0.0,0.0,Laure de Clermont-Tonnerre,Matthew Duckett; Faye Marsay; Anthony Brophy; Rachel Andrews; Eugene O'Hare; Jonah Russell,
Lady Macbeth,Unknown,True,410117,Lady Macbeth,2016-12-12,86.0,Drama,,Florence Pugh; Naomi Ackie,northern england; countryside; based on novel or book; arranged marriage; victorian england; older man younger woman relationship; 19th century,iFeatures; Sixty Six Pictures; BBC Film; BFI; Creative England; Oldgarth Media,en,0.0,5245263.0,William Oldroyd,Cosmo Jarvis; Paul Hilton; Christopher Fairbank; Golda Rosheuvel; Anton Palmer; Rebecca Manley; Fleur Houdijk; Cliff Burnett,groom; black maid; remote farm; mushrooms; daughter–in–law father–in–law relationship; wife kills husband
Lady Snowblood,Unknown,True,2487,Lady Snowblood,1973-12-01,97.0,Action; Crime; Drama,,,japan; revenge; rape and revenge,Tokyo Eiga,ja,0.0,0.0,Toshiya Fujita,Meiko Kaji; Toshio Kurosawa; Masaaki Daimon; Miyoko Akaza; Shinichi Uchida; Takeo Chii; Noboru Nakaya; Yoshiko Nakada; Akemi Negishi; Kaoru Kusuda,blood bath; meiji period
Labyrinth,Unknown,True,1279315,Labyrinth,2024-05-16,20.0,Drama; Fantasy,,,Unknown,Odd Allusion Media,en,300.0,0.0,Ella Crane,Gemma Burton; Genevieve Murray; Yolanda Cai; Benjamin Yeo; Shivah Simpson; Ciara Ford; Salari Simpson; Poppi Rogers-Palmer; David Hatherly,
Lady Vengeance,Unknown,True,4550,Lady Vengeance,2005-07-29,115.0,Drama; Thriller,Park Chan-wook,,prison; women's prison; revenge; vengeance; absurd,TSJ Entertainment; Ilshin Capital Investments; Centurion Investment; Moho Film; CJ Entertainment; CJ Investment,ko,0.0,23803308.0,,Lee Young-ae; Choi Min-sik; Kwon Yea-young; Kim Si-hoo; Nam Il-woo; Kim Byeong-ok; Oh Dal-su; Lee Seung-shin; Kim Bu-seon; Ra Mi-ran,waiting for revenge
Lady Bird,Unknown,True,391713,Lady Bird,2017-09-01,94.0,Drama; Comedy,Greta Gerwig,Saoirse Ronan; Laurie Metcalf; Tracy Letts; Lucas Hedges; Timothée Chalamet; Lois Smith; Stephen McKinley Henderson; Odeya Rush,friendship; loss of virginity; coming of age; teen angst; high school graduation; teenage girl; best friend; loss of job; high school student; catholic school; first love; semi autobiographical; sacramento; woman director; father daughter relationship; mother daughter relationship; 2000s,IAC Films; Scott Rudin Productions; Entertainment 360,en,10000000.0,79000000.0,,Beanie Feldstein; Jordan Rodrigues,college applications
Lady and the Tramp II: Scamp's Adventure,Unknown,True,18269,Lady and the Tramp II: Scamp's Adventure,2001-02-18,69.0,Family; Animation; Romance; Adventure,Darrell Rooney,Chazz Palminteri; Jeff Bennett; Jodi Benson; Bill Fagerbakke; Mickey Rooney; Cathy Moriarty; Mary Kay Bergman,cartoon; sequel; cartoon dog; firefly,Disney Television Animation; Walt Disney Animation; Walt Disney Pictures,en,0.0,0.0,Jeannine Roussel,Scott Wolf; Alyssa Milano; Bronson Pinchot,initiation; dogcatcher; dog pound; runaway child
Lady in the Water,Unknown,True,9697,Lady in the Water,2006-07-19,110.0,Drama; Fantasy; Mystery,M. Night Shyamalan,Paul Giamatti; Bryce Dallas Howard; Jeffrey Wright; Bob Balaban; Bill Irwin; Mary Beth Hurt,fortune teller; religion and supernatural; hell; mythical creature; swimming pool; super power; aftercreditsstinger; sign languages; optimistic,Legendary Pictures; Blinding Edge Pictures; Warner Bros. Pictures,en,70000000.0,72785169.0,,Sarita Choudhury; Cindy Cheung; M. Night Shyamalan; Freddy Rodríguez,nixe
Laggies,Unknown,True,244264,Laggies,2014-09-25,100.0,Comedy; Drama; Romance,,Keira Knightley; Chloë Grace Moretz; Sam Rockwell; Kaitlyn Dever; Ellie Kemper; Mark Webber; Jeff Garlin; Daniel Zovatto; Gretchen Mol,friendship; parent child relationship; coming of age; female protagonist; mumblecore; woman director,Anonymous Content; Merced Media Partners; PenLife Media,en,5000000.0,2379154.0,Lynn Shelton,Dylan Arnold,young women
Lake Mungo,Unknown,True,27374,Lake Mungo,2009-07-30,87.0,Horror; Thriller,,,australia; drowning; supernatural; paranormal phenomena; hypnosis; mockumentary; death; ghost; found footage; séance; creepy; docufiction; awestruck,Mungo Productions; Screen Australia; SBS Independent,en,2000000.0,0.0,Joel Anderson,Rosie Traynor; David Pledger; Martin Sharpe; Talia Zucker; Tania Lentini; Cameron Strachan; Judith Roberts; Robin Cuming; Marcus Costello; Chloe Armstrong,search and rescue; spirit photography; strange events
Lamp Life,Unknown,True,594530,Lamp Life,2020-01-31,7.0,Animation; Comedy; Family,,Annie Potts; Ally Maki,cartoon; toy comes to life; short film,Walt Disney Pictures; Pixar,en,0.0,0.0,Valerie LaPointe,Jim Hanks; Emily Davis,
Lamb,2021.0,True,788929,Lamb,2021-08-12,106.0,Drama; Fantasy; Horror,,Noomi Rapace,musician; brother; mountain; iceland; grief; lamb; parenthood; birth; couple; mental illness; sheep farm,Go to Sheep; Film i Väst; Chimney Sweden; Chimney Poland,other,5000000.0,3200000.0,Valdimar Jóhannsson,Hilmir Snær Guðnason; Björn Hlynur Haraldsson; Ingvar E. Sigurðsson; Ester Bibi; Sigurður Elvar Viðarson; Theodór Ingi Ólafsson; Arnþruður Dögg Sigurðardóttir; Gunnar Þor Karlsson; Lára Björk Hall,remote location; folk tale
Lake Placid,Unknown,True,9825,Lake Placid,1999-07-15,82.0,Horror; Comedy; Action; Science Fiction; Thriller,Steve Miner,Bill Pullman; Bridget Fonda; Oliver Platt; Brendan Gleeson; Betty White,sheriff; lake; diving; crocodile; animal attack; deputy; paleontologist; maine; decapitation; severed head; creature; scientist; tooth; bear attack; campfire; animal horror,Rocking Chair Productions; Fox 2000 Pictures; Phoenix Pictures; David E. Kelley Productions; 20th Century Fox,en,27000000.0,56870414.0,,David James Lewis; Tim Dixon; Natassia Malthe; Mariska Hargitay; Meredith Salenger,remote; severed toe; torso cut in half; giant crocodile; crocodile attack
Lagaan: Once Upon a Time in India,Unknown,True,19666,Lagaan: Once Upon a Time in India,2001-06-15,224.0,Adventure; Drama; History,,,countryside; sports; patriotism; village; musical; challenge; taxes; based on true story; period drama; colonialism; arrogance; caste system; 19th century,Aamir Khan Productions; Jhamu Sughand Productions; Ashutosh Gowariker Productions,other,5200000.0,8100000.0,Ashutosh Gowariker,Aamir Khan; Gracy Singh; Rachel Shelley; Paul Blackthorne; Suhasini Mulay; Kulbhushan Kharbanda; Raghubir Yadav; Rajesh Vivek; Raj Zutshi; Pradeep Ram Singh Rawat,cricket; british colonial; untouchable; drought; british raj; gujarati
Lakeview Terrace,Unknown,True,13279,Lakeview Terrace,2008-09-19,110.0,Drama; Crime; Thriller,Neil LaBute,Samuel L. Jackson; Patrick Wilson; Kerry Washington; Jay Hernandez,pregnancy; harassment; vandalism; house party; neighbor; urination; lapd; good versus evil,Screen Gems; Overbrook Entertainment,en,20000000.0,27640028.0,,Ron Glass; Justin Chambers; Regine Nehy; Jaishon Fisher; Robert Pine; Keith Loneker,interracial couple; air conditioner
Lady and the Tramp,Unknown,True,10340,Lady and the Tramp,1955-06-22,76.0,Family; Animation; Romance,Clyde Geronimi; Wilfred Jackson; Hamilton Luske,,love of one's life; spaghetti; female lover; cartoon; villain; kiss; cartoon cat; cartoon dog; pets,Walt Disney Productions,en,4000000.0,36359037.0,,Barbara Luddy; Larry Roberts; Peggy Lee; Bill Thompson; Bill Baucom; Stan Freberg; Verna Felton; Alan Reed; George Givot; Dal McKennon,
Land of the Dead,Unknown,True,11683,Land of the Dead,2005-06-18,93.0,Horror; Science Fiction; Thriller,George A. Romero,John Leguizamo; Dennis Hopper; Robert Joy,dystopia; cage; zombie; zombie apocalypse,Romero-Grunwald Productions; Universal Pictures; Atmosphere Entertainment MM; Wild Bunch; Rangerkim; Ontario Media Development Corporation,en,15000000.0,47074133.0,,Simon Baker; Asia Argento; Eugene Clark; Joanne Boland; Tony Nappo; Jennifer Baxter; Boyd Banks,apocalyptic vision
Land of Bad,Unknown,True,969492,Land of Bad,2024-02-09,113.0,Action; War; Thriller,,Liam Hemsworth; Russell Crowe; Milo Ventimiglia,air force; battle; behind enemy lines; rescue operation; intense; cliché,Broken Open Pictures; Volition Media Partners; Highland Film Group; Hoodlum Entertainment; R.U. Robot Studios; Moonbow; Gosdom Entertainment; Short Porch Pictures; The Avenue Entertainment,en,18000000.0,7021101.0,William Eubank,Luke Hemsworth; Ricky Whittle; Chika Ikogwe; Daniel MacPherson; Robert Rabiah; Jack Finsterer; Chris Masters Mah,special ops
Landscape with Invisible Hand,Unknown,True,777411,Landscape with Invisible Hand,2023-08-18,105.0,Science Fiction; Comedy; Drama,Cory Finley,Tiffany Haddish; Josh Hamilton,based on novel or book; love; alien invasion,Metro-Goldwyn-Mayer; Plan B Entertainment; Annapurna Pictures,en,0.0,203403.0,,Asante Blackk; Kylie Rogers; Brooklynn MacKinzie; Michael Gandolfini; John Newberg; Dev H Patel; Geanna Funes; Christian Adam,
Land of the Lost,Unknown,True,18162,Land of the Lost,2009-06-05,102.0,Adventure; Science Fiction; Comedy,Brad Silberling,Will Ferrell; Danny McBride; Jorma Taccone; Sierra McCormick,talk show; paleontologist; dinosaur; scientist; duringcreditsstinger; alternate universe; based on tv series; creatures,Universal Pictures; Relativity Media; Sid & Marty Krofft Pictures; Mosaic Media Group,en,100000000.0,68688831.0,,Anna Friel; John Boylan; Matt Lauer; Bobb'e J. Thompson; Shannon Lemke; Steven Wash Jr.,vortex; space time; lizard people; humanoid primate; based on story; research assistant
Landline,Unknown,True,1470411,Landline,2025-04-25,84.0,Thriller; Drama,,,Unknown,Jestopus Universe,en,0.0,0.0,Dele Doherty,Zainab Balogun; Gabriel Afolayan; Durotimi Okutagidi Adebule; Femi Doherty; Emmanuel Okere; Justin Ubong-Abasi Benedict; Justin Ben; Bucci Franklin,
Lara Croft: Tomb Raider,Unknown,True,1995,Lara Croft: Tomb Raider,2001-06-11,100.0,Adventure; Fantasy; Action; Thriller,Simon West,Angelina Jolie; Iain Glen; Daniel Craig; Noah Taylor; Jon Voight; Richard Johnson,"london, england; buddhist monk; steampunk; female protagonist; heiress; archaeologist; based on video game; aristocrat; sled dogs; dead father; archeology; animate statue",Paramount Pictures; Mutual Film Company; Lawrence Gordon Productions; Marubeni; Eidos Films; BBC Film; KFP Produktions; TOHO-TOWA; H2L Media Group; Tele München,en,115000000.0,274703340.0,,Chris Barrie; Julian Rhind-Tutt; Leslie Phillips; Robert Phillips,planetary alignment; angkor wat; illuminati; william blake; relic; siberia; lunar eclipse; tomb raiding
