input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue
30 Days of Night,Unknown,True,4513.0,30 Days of Night,2007-10-17,113.0,Horror; Thriller,David Slade,Josh Hartnett; Melissa George; Danny Huston; Ben Foster; Mark Boone Junior; Mark Rendall; Amber Sainsbury; Manu Bennett; Megan Franich; Craig Hall,sunrise; winter; marriage crisis; vampire; based on comic; alaska; creature; based on graphic novel; blizzard; blood lust; polar night; horror,HorrorFlix; Columbia Pictures; Ghost House Pictures; Dark Horse Entertainment; Mandate International,en,30000000.0,80276156.0
35 Shots of Rum,Unknown,True,26191.0,35 Shots of Rum,2009-02-18,101.0,Drama,Claire Denis,Alex Descas; Mati Diop; Nicole Dogué; Grégoire Colin; Julieth Mars Toussaint; Ingrid Caven; Jean-Christophe Folly; Adèle Ado; Mario Canonge; Stéphane Pocrain,suicide; taxi driver; coming of age; train conductor; woman director; father daughter conflict; father daughter relationship; casual; sentimental,Soudaine Compagnie; Pandora Film; ARTE France Cinéma; Wild Bunch; WDR/Arte,fr,0.0,0.0
365 Days,2020.0,True,664413.0,365 Days,2020-02-07,116.0,Romance; Drama,Barbara Białowąs; Tomasz Mandes,Anna-Maria Sieklucka; Michele Morrone; Bronisław Wrocławski; Otar Saralidze; Magdalena Lamparska; Natasza Urbańska; Grażyna Szapołowska; Tomasz Stockinger; Gianni Parisi; Mateusz Łasowski,kidnapping; gangster; yacht; nightclub; mansion; prostitution; relationship; mature; bdsm; rich man poor woman; disturbed; aggressive; abduction; sex; antagonistic; arrogant; disgusted; disrespectful,Ekipa; Future Space; Next Film; TVN,pl,0.0,9458590.0
300: Rise of an Empire,Unknown,True,53182.0,300: Rise of an Empire,2014-03-05,102.0,Action; Drama; War,Noam Murro,Sullivan Stapleton; Eva Green; Lena Headey; Callan Mulvey; David Wenham; Rodrigo Santoro; Jack O'Connell; Andrew Tiernan; Ashraf Barhom; Andrew Pleavin,based on comic; sword fight; soldier; massacre; slow motion; based on graphic novel; ancient greece; duringcreditsstinger; sea battle; hand to hand combat; naval warfare; ancient warfare; sparta greece; warriors; 5th century bc; athenian; sword and sandal; god king; sword and shield,Legendary Pictures; Hollywood Gang Productions; Atmosphere Entertainment MM; Nimar Studios; Warner Bros. Pictures; Cruel & Unusual Films,en,110000000.0,337580051.0
42,Unknown,True,109410.0,42,2013-04-12,128.0,Drama,Brian Helgeland,Chadwick Boseman; Harrison Ford; Nicole Beharie; Christopher Meloni; Ryan Merriman; Lucas Black; André Holland; Alan Tudyk; Hamish Linklater; T.R. Knight,sports; baseball; biography; racial segregation; racial tension; racial prejudice; brooklyn dodgers; 1940s,Warner Bros. Pictures; Legendary Pictures,en,40000000.0,95020213.0
3:10 to Yuma,Unknown,True,5176.0,3:10 to Yuma,2007-09-06,122.0,Western,James Mangold,Russell Crowe; Christian Bale; Peter Fonda; Gretchen Mol; Ben Foster; Dallas Roberts; Alan Tudyk; Vinessa Shaw; Logan Lerman; Kevin Durand,dying and death; race against time; hero; saloon; parent child relationship; liberation of prisoners; arizona; transport of prisoners; wilderness; stetson; railway car; rivalry; gang; gunfight; family; dishonesty; heroic mission; righting the wronged; grand; factual,Lionsgate; Tree Line Films; Relativity Media; Yuma,en,55000000.0,70000000.0
45 Years,Unknown,True,311291.0,45 Years,2015-05-29,95.0,Drama; Romance,Andrew Haigh,Charlotte Rampling; Tom Courtenay; Geraldine James; Dolly Wells; David Sibley; Sam Alexander; Richard Cunningham; Hannah Chalmers; Camille Ucan; Rufus Wright,dancing; husband wife relationship; broken engagement; pregnancy; marriage; family secrets; promise; german shepherd; jewelry store; based on short story; dead lover; apology; slide projector; old woman; anniversary; piano; crying man,Film4 Productions; Creative England; BFI; The Bureau,en,0.0,4250507.0
4 Little Girls,Unknown,True,26580.0,4 Little Girls,1997-07-09,102.0,Documentary,Spike Lee,Maxine McNair; Chris McNair; Helen Pegues; Queen Nunn; Arthur Hanes Jr.; Howell Raines; Harold McNair; Carole C. Smitherman; Wamo Reed Robertson; Dianne Braddock,,40 Acres and a Mule Filmworks,en,0.0,0.0
48 Hrs.,Unknown,True,150.0,48 Hrs.,1982-12-07,96.0,Crime; Action; Comedy,Walter Hill,Nick Nolte; Eddie Murphy; Annette O'Toole; Frank McRae; James Remar; David Patrick Kelly; Sonny Landham; Brion James; Kerry Sherman; Jonathan Banks,"prison; san francisco, california; knife; partner; revenge; convict; buddy cop; tough cop; fake fight; dysfunctional relationship; absurd; amused; african american lead",Paramount Pictures; Lawrence Gordon Productions; Silver Pictures,en,12000000.0,78868508.0
47 Ronin,2013.0,True,64686.0,47 Ronin,2013-12-06,119.0,Drama; Action; Fantasy,Carl Rinsch,Keanu Reeves; Hiroyuki Sanada; Ko Shibasaki; Tadanobu Asano; Min Tanaka; Rinko Kikuchi; Jin Akanishi; Masayoshi Haneda; Hiroshi Sogabe; Takato Yonemoto,suicide; japan; samurai; based on true story; revenge; samurai sword; ronin; shogun; half breed; aggressive; vindictive,Mid Atlantic Films; Stuber Pictures; Moving Picture Company; H2F Entertainment; Universal Pictures; Relativity Media,en,175000000.0,151783839.0
50 First Dates,Unknown,True,1824.0,50 First Dates,2004-02-13,99.0,Comedy; Romance,Peter Segal,Adam Sandler; Drew Barrymore; Rob Schneider; Sean Astin; Lusia Strus; Dan Aykroyd; Amy Hill; Allen Covert; Blake Clark; Maya Rudolph,amnesia; hawaii; romcom; deception; womanizer; love; car accident; screwball comedy; short-term memory loss; true love; romantic; joyful,Columbia Pictures; Anonymous Content; Flower Films; Happy Madison Productions,en,75000000.0,196482882.0
5 Centimeters per Second,Unknown,True,38142.0,5 Centimeters per Second,2007-03-03,63.0,Animation; Romance; Drama,Makoto Shinkai,Kenji Mizuhashi; Yoshimi Kondou; Satomi Hanamura; Risa Mizuno; Ayaka Onoue; Yuka Terasaki; Yuko Nakamura; Masami Iwasaki; Ryou Naitou; Hiroshi Shimozaki,coming of age; slice of life; surf; train; motorcycle; separation; childhood friends; anime; growing apart; rocket launch site,CoMix Wave Films,ja,5000000.0,548192.0
47 Meters Down,Unknown,True,403119.0,47 Meters Down,2017-05-25,89.0,Horror; Thriller,Johannes Roberts,Mandy Moore; Claire Holt; Matthew Modine; Chris Johnson; Yani Gellman; Santiago Segura; Axel Mansella; Mayra Juárez,sibling relationship; diving; shark attack; cage; creature; shark; trapped underwater ,Lantica Media; Flexibon Films; Dragon Root Securities; Altitude Film Sales; Dimension Films; Entertainment Studios Motion Pictures; Tea Shop & Film Company; The Fyzz,en,5500000.0,62198461.0
6 Underground,Unknown,True,509967.0,6 Underground,2019-12-10,128.0,Action; Comedy; Thriller,Michael Bay,Ryan Reynolds; Mélanie Laurent; Manuel Garcia-Rulfo; Ben Hardy; Adria Arjona; Dave Franco; Corey Hawkins; Lior Raz; Payman Maadi; Yuri Kolokolnikov,"dictator; florence, italy; shootout; fictitious country; evil dictator; anxious; action packed; street shootout; amused; ridiculous",Skydance Media; Bay Films,en,150000000.0,0.0
65,Unknown,True,700391.0,65,2023-03-02,92.0,Action; Adventure; Science Fiction,Scott Beck; Bryan Woods,Adam Driver; Ariana Greenblatt; Chloe Coleman; Nika King; Brian Dare,monster; asteroid; cave; giant monster; prehistory; dinosaur; quicksand; crash landing; alien race; sick child; shipwrecked; man vs nature; father daughter relationship; alien spaceship,Raimi Productions; Beck/Woods; Bron Studios; Columbia Pictures; TSG Entertainment,en,45000000.0,60730568.0
50/50,Unknown,True,1396725.0,PNB 12-50,2024-12-25,4.0,Drama,Ryan Paolo Resuena,Ralph Dan E. Oledan; Kate Rabanal; Rachelle Anne S. Baldonasa; Angel Rabanal; Jom Cagaanan; Mike Maluyan,philippines; short film,Salom Productions; Film Development Council of the Philippines,tl,0.0,0.0
42nd Street,Unknown,True,1422112.0,42nd Street,2025-03-08,91.0,Documentary,José María Cabral,,,,es,0.0,0.0
78/52,Unknown,True,359749.0,78/52,2017-10-13,91.0,Documentary,Alexandre O. Philippe,Emilie Germain; Osgood Perkins; Peter Bogdanovich; Guillermo del Toro; Eli Roth; Jamie Lee Curtis; Aaron Moorhead; Elijah Wood; Bret Easton Ellis; Alan Barnette,movie business; behind the scenes; crime scene; special effects; violent death; filmmaking; making of; editing; documentary filmmaking; psycho; cinema history; cinema performance; visual effects; special effects makeup,Sensorshot Productions; Exhibit A Pictures; Screen Division; Milkhaus; ARTE,en,0.0,0.0
7 Days in Hell,Unknown,True,287689.0,7 Days in Hell,2015-07-08,43.0,TV Movie; Comedy,Jake Szymanski,Andy Samberg; Kit Harington; Jon Hamm; Michael Sheen; Karen Gillan; Lena Dunham; Will Forte; Fred Armisen; Mary Steenburgen; June Squibb,sports; tennis; tennis player; mockumentary,"HBO Films; Buss Co.; Murray Miller ""Entertainment""; Young Sandwich",en,0.0,0.0
8:46,2020.0,True,714842.0,8:46,2020-06-12,27.0,Comedy,Steven Bognar; Julia Reichert,Dave Chappelle; Aliciana Lopez,,,en,0.0,0.0
8MM,Unknown,True,8224.0,8MM,1999-02-26,123.0,Thriller; Crime; Mystery,Joel Schumacher,Nicolas Cage; Joaquin Phoenix; James Gandolfini; Peter Stormare; Anthony Heald; Chris Bauer; Catherine Keener; Myra Carter; Amy Morton; Norman Reedus,"new york city; pornography; underground; loss of loved one; sex shop; obsession; investigation; porn actor; snuff; sadomasochism; child pornography; private investigator; los angeles, california; subculture; missing person; bdsm; snuff film",Global Medien KG; Hofflund/Polone; Columbia Pictures,en,40000000.0,96618699.0
8 Mile,Unknown,True,65.0,8 Mile,2002-11-08,111.0,Drama; Music,Curtis Hanson,Eminem; Kim Basinger; Mekhi Phifer; Brittany Murphy; Evan Jones; Omar Benson Miller; De'Angelo Wilson; Eugene Byrd; Taryn Manning; Larry Hudson,"individual; adolescence; rap music; hip-hop; rhyme battle; trailer park; street gang; ethnic stereotype; rapper; ghetto; single; detroit, michigan; semi autobiographical; 1990s; battle rap",Mikona Productions; Imagine Entertainment,en,41000000.0,242875078.0
47 Meters Down: Uncaged,Unknown,True,480105.0,47 Meters Down: Uncaged,2019-08-15,90.0,Horror; Thriller,Johannes Roberts,Sophie Nélisse; Corinne Foxx; Brianne Tju; Sistine Rose Stallone; Brec Bassinger; John Corbett; Nia Long; Davi Santos; Khylin Rhambo,mexico; diving; maya civilization; shark attack; animal attack; altar; water monster; sequel; teenage girl; scuba diving; creature; underwater; shark; great white shark; ruins; eaten by animal; cave diving,The Fyzz; Entertainment Studios,en,12000000.0,47582563.0
8½,Unknown,True,456063.0,The 8-Year Engagement,2017-12-16,119.0,Drama; Romance,Takahisa Zeze,Takeru Satoh; Tao Tsuchiya; Hiroko Yakushimaru; Tetta Sugimoto; Kazuki Kitamura; Kenta Hamano; Yuri Nakamura; Keisuke Horibe; Kanji Furutachi; Maho Yamada,amnesia; based on novel or book; based on true story; memory loss; autobiographical,Shochiku,ja,0.0,0.0
99 Homes,Unknown,True,283235.0,99 Homes,2015-09-25,112.0,Drama,Ramin Bahrani,Andrew Garfield; Michael Shannon; Laura Dern; Nicole Barré; J.D. Evermore; Tim Guinee; Noah Lomax; Clancy Brown; Cullen Moss; Wayne Pére,florida; parent child relationship; motel; finances; single father; real estate agent; life relationship; eviction; financial crisis; foreclosure; wrongful conviction; real estate; mortgage; construction worker; evicted; orlando florida,Noruz Films; Hyde Park Entertainment,en,8000000.0,1411927.0
A Bad Moms Christmas,Unknown,True,431530.0,A Bad Moms Christmas,2017-08-04,104.0,Comedy,Scott Moore; Jon Lucas,Mila Kunis; Kristen Bell; Kathryn Hahn; Christine Baranski; Susan Sarandon; Cheryl Hines; Jay Hernandez; Justin Hartley; Peter Gallagher; Oona Laurence,holiday; christmas,STXfilms; Robert Simonds Productions; Suzanne Todd Productions; Huayi Brothers Pictures; Universal Pictures,en,28000000.0,130560428.0
7500,Unknown,True,509585.0,7500,2019-12-26,94.0,Drama; Thriller; Action,Patrick Vollrath,Joseph Gordon-Levitt; Omid Memar; Aylin Tezel; Carlo Kitzlinger; Murathan Muslu; Paul Wollin; Aurélie Thépaut; Max Schimmelpfennig; Simon Schwarz; Mario Klischies,airplane; kidnapping; pilot; islam; flight; airplane hijacking; terrorism; airplane pilot; hijacked flight; islamic terrorism; religious extremism,Augenschein Filmproduktion; SWR; BR; ARTE; Novotny & Novotny Filmproduktion; FilmNation Entertainment; Endeavor Content,en,0.0,0.0
A Bay of Blood,Unknown,True,5486.0,A Bay of Blood,1971-09-08,85.0,Horror; Thriller,Mario Bava,Claudine Auger; Luigi Pistilli; Claudio Camaso; Anna Maria Rosati; Chris Avram; Leopoldo Trieste; Laura Betti; Brigitte Skay; Isa Miranda; Paola Montenero,suicide; octopus; psychopath; mass murder; wheelchair; gore; murder; serial killer; slasher; skinny dipping; maniac; axe murder; video nasty; proto-slasher; ax,Nuova Linea Cinematografica,it,0.0,0.0
80 for Brady,Unknown,True,942922.0,80 for Brady,2023-02-03,98.0,Comedy; Drama,Kyle Marvin,Lily Tomlin; Jane Fonda; Rita Moreno; Sally Field; Tom Brady; Billy Porter; Harry Hamlin; Guy Fieri; Alex Moffat; Rob Corddry,"new york city; american football; hallucination; female friendship; based on true story; cannabis; houston, texas; inspiration; contest; inspiring story; group of friends; buddy comedy; quarterback; ticket scalping; chemotherapy; super bowl; cancer survivor; elderly lady; fanfic; control room; best friends; cbd gummy",199 Productions; Watch This Ready; Fifth Season; Tempesta Films,en,28000000.0,29637811.0
A Beautiful Day in the Neighborhood,Unknown,True,501907.0,A Beautiful Day in the Neighborhood,2019-09-07,109.0,Drama; History; Family,Marielle Heller,Matthew Rhys; Tom Hanks; Chris Cooper; Susan Kelechi Watson; Maryann Plunkett; Enrico Colantoni; Wendy Makkena; Tammy Blanchard; Noah Harpster; Carmen Cusack,"friendship; male friendship; based on true story; kindness; estranged father; investigative journalism; 1990s; semi-biographical; hand puppet; based on magazine, newspaper or article; television journalist; tv show; television star; television host",TriStar Pictures; Tencent Pictures; Big Beach,en,25000000.0,67900000.0
A Better Tomorrow,Unknown,True,45508.0,Return to a Better Tomorrow,1994-07-14,103.0,Action; Thriller; Crime,Wong Jing,Sean Lau; Ekin Cheng Yee-Kin; Chingmy Yau; Ben Lam Kwok-Bun; Collin Chou; James Wong Jim; Michael Wong; Paul Chun Pui; Isabel Leung; Fung Chung-Yee,,Orange Sky Golden Harvest; GH Pictures; Good Standard International Ltd.; Wong Jing's Workshop Ltd.; Golden Harvest Company,cn,0.0,0.0
9,Unknown,True,98622.0,9,2005-04-21,11.0,Animation; Science Fiction,Shane Acker,,fight; trap; end of world; rag doll; short film,,en,0.0,0.0
A Better Tomorrow II,Unknown,True,18305.0,A Better Tomorrow II,1987-12-17,103.0,Action; Crime; Thriller,John Woo,Ti Lung; Leslie Cheung; Dean Shek Tin; Chow Yun-Fat; Guan Shan; Emily Chu Bo-Yee; Kenneth Tsang; Shing Fui-On; Lam Chung; Richard Ng,,Film Workshop; Cinema City,zh,150000.0,0.0
A Bigger Splash,2015.0,True,324807.0,A Bigger Splash,2015-11-26,125.0,Drama; Thriller; Romance,Luca Guadagnino,Tilda Swinton; Matthias Schoenaerts; Ralph Fiennes; Dakota Johnson; Corrado Guzzanti; Alessandro Ferrara; David Maddalena; Salvatore Gabriele; Livio Franco Blandino; Aurore Clément,fish; rock star; italy; vacation; rock concert,Frenesy Film; MiC; StudioCanal; COTA Films,en,0.0,7545758.0
A Bronx Tale,Unknown,True,1607.0,A Bronx Tale,1993-10-01,121.0,Drama; Crime,Robert De Niro,"Robert De Niro; Chazz Palminteri; Lillo Brancato; Francis Capra; Taral Hicks; Kathrine Narducci; Clem Caserta; Alfred Sauchelli, Jr.; Frank Pietrangolare; Joe Pesci","italian american; gambling; funeral; italian; parent child relationship; gangster; loyalty; molotow cocktail; gang leader; nostalgia; game of dice; bus driver; mafia; best friend; witness to murder; hoodlum; xenophobia; bronx, new york city; father figure; 1960s; confession booth",Price Entertainment; Penta Entertainment; Tribeca Productions,en,22000000.0,17287898.0
A Bucket of Blood,Unknown,True,222858.0,A Bucket of Blood,1995-09-12,83.0,Thriller; Comedy; Horror; TV Movie,Michael McDonald,Anthony Michael Hall; Justine Bateman; Shadoe Stevens; Sam Lloyd; Jesse D. Goins; Kin Shriner; David Cross; Patrick Bristow; Darcy DeMoss; Julianna McCarthy,artist; remake; sculptor,Showtime Networks; Concorde-New Horizons,en,0.0,0.0
A Bug's Life,Unknown,True,9487.0,A Bug's Life,1998-11-25,95.0,Family; Animation; Adventure; Comedy,John Lasseter,Dave Foley; Kevin Spacey; Julia Louis-Dreyfus; Hayden Panettiere; Phyllis Diller; Richard Kind; David Hyde Pierce; Joe Ranft; Denis Leary; Jonathan Harris,fight; circus; winter; ant-hill; ant; villain; invention; collector; anthropomorphism; grass; food; duringcreditsstinger; flea; bugs; grasshopper; complex; a bug's life,Walt Disney Pictures; Pixar,en,80000000.0,363258859.0
A Charlie Brown Christmas,Unknown,True,13187.0,A Charlie Brown Christmas,1965-12-09,25.0,Animation; Family; Comedy; TV Movie,Bill Melendez,Peter Robbins; Christopher Shea; Tracy Stratford; Cathy Steinberg; Chris Doran; Sally Dryer; Ann Altieri; Geoffrey Ornstein; Karen Mendelson; Bill Melendez,holiday; tree; cartoon; christmas,United Feature Syndicate; Lee Mendelson Film Productions; Bill Melendez Productions,en,96000.0,0.0
A Christmas Carol,2009.0,True,17979.0,A Christmas Carol,2009-11-04,94.0,Animation; Family; Fantasy,Robert Zemeckis,Jim Carrey; Gary Oldman; Colin Firth; Robin Wright; Cary Elwes; Bob Hoskins; Daryl Sabara; Steve Valentine; Sage Ryan; Amber Gainey Meade,"london, england; based on novel or book; holiday; greed; victorian england; money; ghost; lesson; christmas music; moneylender; christmas; 19th century; scrooge; christmas eve; xmas eve",Walt Disney Pictures; ImageMovers Digital,en,200000000.0,325286646.0
